,0,S1,S2,S4,S5,S8,S11,S12,S13,S14,S15
515,LTR12B,25,32,81,29,3,8,21,17,9,66
516,MER61-int,203,364,568,321,308,498,492,495,590,197
517,tRNA-Ile-ATA,32,24,32,12,8,64,48,0,12,44
518,LTR12F,110,64,152,99,111,80,149,38,168,48
519,LTR12E,118,102,170,129,88,103,109,103,90,96
520,LTR12D,29,73,94,113,68,19,57,108,139,79
521,tRNA-Met,24,12,20,31,32,20,0,0,20,4
522,HERV30-int,1,16,41,28,44,8,3,45,25,68
523,tRNA-Ser-TCY,0,8,0,0,0,0,0,0,0,0
524,U13,52,44,125,54,101,32,116,63,67,80
525,LTR47A2,177,75,111,64,166,135,64,152,104,55
526,LTR40a,216,254,521,255,445,298,241,341,395,270
527,LTR40b,266,145,389,202,363,315,202,302,294,199
528,LTR33A_,220,200,170,152,287,103,205,164,248,336
529,LTR12_,127,69,140,97,49,44,109,81,46,45
530,UCON96,0,0,0,24,0,0,0,0,24,0
531,MLT1M-int,0,0,0,0,0,0,0,0,0,0
532,Eulor9A,16,48,56,40,52,12,51,16,4,60
533,MamGypsy2-LTR,48,56,118,156,72,24,44,55,56,95
534,Eulor9C,0,0,19,31,4,28,4,8,12,16
535,Eulor9B,0,0,0,16,0,0,4,0,8,27
536,tRNA-Met-i,0,0,0,8,0,0,0,4,0,0
537,MER123,0,0,28,12,12,0,0,0,0,0
538,BSR_Beta,240,275,270,141,411,125,245,243,204,102
539,LTR2,117,171,439,258,347,136,344,242,257,127
540,MER2,3428,3182,4963,2960,3528,2625,3559,3357,3746,2646
541,MER3,3367,2348,3651,2479,3277,2414,2894,2920,3266,2155
542,Arthur1C,89,135,76,92,99,93,92,144,100,76
543,HERVL74-int,256,227,248,143,207,375,294,207,202,213
544,Arthur1A,351,159,274,213,308,147,275,238,242,178
545,HERV1_LTRa,4,29,0,8,48,0,28,0,27,16
546,HERV1_LTRc,28,33,0,8,4,0,0,16,1,0
547,HERV1_LTRb,3,17,47,0,0,0,0,4,0,0
548,HERV1_LTRe,12,0,0,0,56,0,0,16,0,0
549,HERV1_LTRd,0,32,17,12,0,4,16,0,0,0
550,MER4-int,738,565,1073,704,753,752,866,963,1150,913
551,Tigger4b,1442,1201,2444,1265,1788,936,1323,1540,1804,1419
552,MER106B,385,209,484,232,148,273,243,127,309,200
553,MER106A,203,110,293,175,140,92,222,212,167,79
554,MamGypLTR1a,63,56,83,25,60,44,64,36,63,99
555,L1M3de,116,67,102,82,104,52,110,88,134,73
556,MamGypLTR1b,1563,852,609,625,1245,908,1104,1324,843,816
557,MamGypLTR1d,24,119,132,7,96,15,36,55,36,125
558,L1PA15-16,262,193,398,280,321,116,251,229,302,192
559,MER44D,221,107,298,272,321,131,342,172,356,263
560,MER113,737,679,1145,572,1008,842,766,823,1087,725
561,tRNA-Val-GTY,0,0,0,0,0,0,4,0,0,0
562,LTR3B_,52,82,48,32,140,83,37,65,127,56
563,MER65C,873,808,1187,831,1087,928,1139,1131,1221,1282
564,HERV-Fc2_LTR,0,0,0,0,0,0,0,0,0,0
565,MER41A,364,338,576,424,465,169,411,508,549,238
566,MER66-int,291,168,311,302,224,139,70,110,211,96
567,TAR1,0,17,16,9,10,0,13,15,43,9
568,Tigger16b,804,557,1077,651,716,660,682,690,723,479
569,MER74C,12,8,44,40,32,0,20,8,8,0
570,UCON84,0,0,20,0,0,0,4,4,40,0
571,MLT2A1,433,405,709,462,414,300,429,441,470,517
572,U4,115,43,179,79,184,39,52,94,152,122
573,MLT1E-int,0,0,0,0,0,0,0,0,0,0
574,MER74B,198,236,312,167,188,187,169,280,200,168
575,L2-1_Crp,4,23,32,28,12,0,0,40,16,0
576,MLT2A2,422,383,742,630,500,519,434,499,602,340
577,Arthur1B,235,231,406,248,318,70,310,265,375,217
578,PRIMA4-int,425,239,480,220,378,319,227,273,387,123
579,THE1D-int,663,687,1236,843,608,744,878,808,1004,756
580,Mam_R4,90,49,71,94,76,73,106,108,77,118
581,MLT1G1,1247,865,1113,610,877,614,599,690,827,557
582,MLT1G3,367,433,687,486,663,341,527,461,599,460
583,Charlie25,183,111,274,135,219,76,115,123,239,126
584,Charlie24,270,260,510,355,300,76,314,292,356,236
585,LTR6B,244,259,250,170,322,362,311,335,362,188
586,UCON72,0,0,8,12,4,0,28,0,0,0
587,tRNA-SeC_e_-TGA,0,0,0,0,0,0,0,0,0,0
588,MLT1H-int,359,142,441,262,257,264,193,302,267,284
589,LOR1a,463,387,895,664,434,174,243,259,477,175
590,Arthur1,167,191,361,209,335,182,276,214,445,237
591,MLT1J1-int,179,38,95,80,87,60,75,119,132,122
592,LOR1b,109,102,239,80,99,54,66,112,127,40
593,LTR10B1,8,60,136,149,73,108,116,107,179,67
594,LTR10B2,12,4,36,36,36,36,8,22,38,12
595,LTR108c_Mam,0,0,4,16,0,0,0,0,12,0
596,MLT1K-int,32,12,26,20,8,0,20,36,44,4
597,MIRb,51205,43960,72511,43836,52857,38262,51236,47791,53746,39948
598,Charlie13a,63,92,225,167,126,41,182,129,169,126
599,Charlie13b,111,137,179,71,192,68,148,80,119,97
600,UCON132b,89,62,126,126,121,56,197,69,151,87
601,MER63B,468,328,753,402,470,525,367,386,489,324
602,LTR39,891,542,3204,653,667,553,378,490,1072,332
603,UCON78,75,24,84,52,35,11,32,24,19,77
604,AluYj4,245,288,395,276,373,190,198,245,388,171
605,MER66D,28,27,19,4,12,0,20,28,12,0
606,LTR107_Mam,60,28,79,16,16,24,31,36,28,0
607,MER66C,43,88,214,47,93,68,81,84,108,130
608,MER91B,306,301,271,226,320,136,316,146,255,96
609,MER66A,50,54,107,100,100,28,112,65,48,48
610,Charlie2a,847,522,888,505,702,489,610,596,805,527
611,Charlie2b,887,672,1377,753,756,559,717,766,1004,566
612,L1MA8,1836,2156,4335,2349,2429,1780,2143,2418,2843,1608
613,MER50B,102,64,146,35,32,40,127,31,68,27
614,MIRc,23680,20179,33425,20257,23850,18018,23875,21061,24757,18365
615,tRNA-Lys-AAA,0,4,12,28,12,19,0,0,16,0
616,LTR22C0,20,57,64,66,27,60,61,45,63,44
617,X1_LINE,12,12,8,0,15,0,12,4,0,0
618,LTR22C2,0,4,20,0,0,0,12,4,4,0
619,MER46C,1487,1289,2359,1402,2104,1994,1794,1562,2388,2306
620,MER31B,277,334,489,195,295,429,339,298,306,252
621,MamRep38,351,536,464,204,308,375,364,372,424,277
622,MER31A,364,236,546,297,411,249,266,260,397,286
623,MER107,32,59,133,53,86,23,91,79,60,76
624,L4_B_Mam,761,747,1039,591,886,584,836,844,1104,691
625,MER34D,63,20,115,64,12,24,60,36,28,16
626,LTR88b,145,90,267,108,115,95,192,162,256,134
627,MamRep1151,308,232,391,232,296,173,275,259,270,62
628,MER20,5559,4274,5684,3853,5209,3495,5043,4306,4864,3633
629,LTR30,11,35,96,25,24,16,36,18,12,45
630,LTR7,392,429,462,411,452,240,396,388,330,235
631,LTR16E2,348,343,421,303,319,234,342,386,401,332
632,LTR16E1,421,372,485,440,139,216,315,242,380,208
633,LTR43B,20,45,18,12,14,38,50,48,32,16
634,MER49,613,629,826,451,780,581,843,548,880,425
635,MER48,23,41,96,36,45,0,52,65,73,32
636,PRIMAX-int,4,4,4,24,0,0,4,0,0,0
637,LTR36,219,116,329,142,150,132,127,223,198,32
638,LTR40c,292,136,170,186,180,103,157,131,205,87
639,UCON49,20,45,76,56,12,12,16,44,52,40
640,UCON105,96,86,156,123,95,98,52,103,92,126
641,PRIMA4_LTR,103,64,132,60,60,71,105,61,79,56
642,HERVK22-int,987,748,1535,814,949,495,527,613,916,732
643,tRNA-Arg-CGG,0,0,0,0,0,0,20,0,12,24
644,Tigger6a,325,284,495,420,322,296,246,183,335,150
645,Tigger6b,91,4,109,46,113,80,28,44,28,88
646,SVA_F,208,188,278,163,225,214,207,164,259,178
647,tRNA-Arg-CGA,0,0,0,0,0,0,0,0,0,0
648,MER52D,136,69,202,136,129,86,89,143,218,98
649,L1MCb,244,228,389,226,346,277,270,231,384,212
650,L1MCc,588,547,1021,608,660,445,933,691,652,670
651,L1PB2,645,606,923,644,795,525,740,593,969,664
652,L1MCa,1240,1304,2619,1352,1296,1225,1476,1491,1982,1566
653,L1PB4,1250,1068,2592,1272,1477,1249,1450,1343,1986,1064
654,MER72B,52,28,80,16,12,84,23,8,44,52
655,MER102b,1600,1387,1897,1231,1607,1114,1402,1434,1796,1145
656,MER102c,1057,931,1441,896,1148,859,999,1003,961,1038
657,MER102a,981,787,1224,835,909,870,1485,1429,1487,1160
658,LTR58,0,40,72,24,60,0,51,44,12,30
659,AluYa5,140,132,215,144,169,54,195,194,167,139
660,tRNA-Arg-AGG,0,20,0,4,0,0,32,0,0,0
661,LTR53-int,197,144,186,109,182,110,91,85,108,78
662,AluYa8,15,33,30,9,28,34,28,13,56,11
663,LTR55,72,60,60,75,65,12,116,28,123,76
664,LTR56,210,159,314,159,253,107,221,249,258,254
665,LTR57,26,49,58,49,49,12,85,70,90,0
666,LTR45C,75,70,158,49,76,71,59,97,122,67
667,LTR45B,71,37,63,80,38,18,74,46,79,4
668,LTR52,98,72,279,111,118,133,147,54,130,60
669,LTR53,139,70,159,111,180,233,149,113,179,13
670,MER39,543,339,560,418,542,254,422,376,607,319
671,MER34B-int,254,183,337,156,191,86,177,196,238,273
672,LTR75B,15,18,53,50,44,9,34,56,3,4
673,CR1-12_AMi,4,24,51,8,4,20,51,0,4,0
674,CR1_Mam,566,471,807,454,596,474,546,673,697,472
675,MER33,2493,2156,3963,2218,2812,2078,2520,2683,2915,2510
676,MER34,290,186,348,212,282,237,161,151,192,241
677,L1P4d,2,25,8,1,21,0,37,1,17,1
678,MLT1G3-int,123,76,164,107,81,119,128,89,80,4
679,HERVI-int,69,48,138,88,64,16,79,39,151,29
680,Eulor6A,0,0,0,0,0,0,16,0,0,0
681,Eulor6B,0,16,0,0,0,0,0,0,0,0
682,L1P4e,15,20,60,20,36,4,48,20,32,0
683,Eulor6D,4,0,4,0,16,0,4,0,0,0
684,Eulor6E,0,0,0,20,16,0,16,20,0,0
685,MER83A-int,47,16,8,0,0,0,32,16,20,0
686,MER44C,625,485,1041,613,600,617,541,655,719,601
687,L1MC2,2183,2015,4227,2012,2094,1556,2384,2094,2722,2176
688,L1MC3,3188,3403,5921,3481,3919,3111,3827,3115,4709,3763
689,FRAM,1237,985,1381,1168,1514,1245,1447,1331,1137,1018
690,L1MC1,6900,6067,10727,6496,6511,5442,6056,6346,7890,5545
691,MLT1M,287,287,500,366,352,255,386,279,461,322
692,L1MC4,10288,9032,17228,10211,11527,8382,12005,11057,13803,9052
693,HERV9-int,168,160,263,168,223,112,130,155,146,148
694,X8_LINE,40,58,67,24,84,67,59,74,84,20
695,L2b,35988,31129,46377,29934,36135,31004,37981,32944,37898,34991
696,L1MB7,10822,10201,19628,11162,14179,9013,11637,11636,15069,10291
697,LTR81C,72,52,60,24,20,4,32,28,43,20
698,LTR38-int,0,12,20,12,0,0,12,20,31,0
699,Helitron1Nb_Mam,8,23,68,56,52,7,40,39,68,60
700,LTR5A,174,170,342,145,280,63,99,169,175,47
701,LTR5B,387,266,510,161,287,196,249,236,311,232
702,LTR81B,148,124,116,115,158,55,51,102,131,28
703,BC200,148,101,25,73,170,93,137,163,75,63
704,L4_C_Mam,1147,692,1936,1016,920,989,1182,997,1308,741
705,LTR81A,79,40,136,64,71,40,56,60,132,120
706,LTR28B,123,72,15,30,72,112,60,60,59,70
707,LTR28C,84,96,203,122,88,57,125,39,140,70
708,LTR104_Mam,245,249,435,217,226,142,223,208,256,96
709,Tigger17,16,68,16,24,24,43,31,4,28,16
710,Tigger10,840,778,1297,837,941,547,858,833,959,895
711,MLT1F2-int,35,78,78,19,67,18,36,50,91,46
712,Tigger12,449,413,762,402,451,214,544,396,667,260
713,MER4E,137,209,242,189,309,108,145,117,230,162
714,MER4D,288,304,327,366,371,150,224,232,425,186
715,tRNA-Ser-TCA_,0,0,0,0,4,0,0,0,0,0
716,MER4A,333,231,300,290,221,207,408,283,252,95
717,MLT1E,162,107,191,128,186,64,160,91,214,40
718,MER4C,89,152,162,128,92,103,212,96,103,202
719,MER4B,1394,718,1060,893,877,1043,1167,935,1341,806
720,MSTA-int,1371,1002,2044,1599,1497,1005,1359,1244,1478,1044
721,MLT1J2-int,68,104,84,49,44,84,4,83,48,72
722,MLT1D-int,1234,1063,1496,1066,1186,853,906,1083,1377,619
723,HERV-Fc1_LTR1,0,0,0,0,1,0,0,0,0,0
724,HERV-Fc1_LTR2,0,0,0,0,0,0,0,0,0,0
725,HERV-Fc1_LTR3,0,0,0,0,3,0,0,0,0,0
726,LTR50,606,549,1119,568,646,337,690,570,599,745
727,MER6,391,249,484,324,482,220,325,342,437,311
728,LTR80A,0,44,61,20,16,19,28,32,9,124
729,LTR80B,0,48,92,44,42,12,19,83,61,0
730,HAL1,8287,7521,12704,7276,9236,5891,8187,7583,9391,5365
731,Chompy-7_Croc,0,0,0,0,0,0,0,0,0,0
732,HERV9NC-int,118,92,202,173,214,135,103,142,225,157
733,MLT2D,709,812,1033,730,919,545,655,735,917,558
734,MLT2E,27,64,36,55,30,0,12,24,36,77
735,GSAT,0,0,0,0,0,0,0,0,0,4
736,MER34A,175,185,339,194,180,69,224,190,183,82
737,HUERS-P1-int,138,95,146,133,104,110,165,88,154,109
738,MER34C,48,16,80,52,67,4,24,36,51,16
739,MER34B,333,207,350,242,346,204,243,200,234,151
740,Ricksha_0,170,128,88,52,120,55,92,95,170,82
741,ORSL-2b,179,115,195,91,171,89,88,152,121,96
742,DNA1_Mam,32,12,28,4,52,0,12,16,27,0
743,PrimLTR79,77,76,104,14,26,92,116,48,72,106
744,LTR57-int,40,28,116,43,20,55,48,28,59,4
745,LTR8B,330,399,844,397,470,462,522,346,533,332
746,LTR8A,753,634,907,605,784,423,629,541,798,452
747,Tigger12A,225,195,276,206,306,146,269,342,344,256
748,L1ME4a,8415,7258,13610,7637,9874,6979,8358,8948,10726,7792
749,UCON9,0,0,4,0,0,0,0,4,0,0
750,L1ME4c,2727,2379,4686,2257,2901,1919,2566,2505,3084,2030
751,L1ME4b,8624,7020,13818,7845,9629,6517,7859,8288,10312,6345
752,LTR89,314,121,335,162,256,99,169,101,197,263
753,LTR14A,20,16,32,11,35,0,4,14,0,8
754,LTR87,298,245,565,257,352,219,385,258,365,236
755,UCON1,0,0,8,8,11,0,0,0,0,0
756,UCON2,59,60,31,24,62,40,32,44,63,123
757,ORSL-2a,92,51,211,80,112,89,47,74,76,174
758,LTR83,15,40,172,84,72,75,84,119,88,8
759,UCON5,8,0,12,8,20,15,0,16,24,0
760,LTR81,0,12,16,52,0,0,12,8,4,0
761,UCON7,0,0,20,0,8,0,0,0,0,47
762,MER121B,0,0,0,0,4,0,0,0,0,0
763,MER65D,64,91,80,71,44,81,69,46,93,71
764,MER124,363,302,332,182,336,253,188,185,214,152
765,MER57-int,297,230,480,311,289,201,268,248,411,198
766,UCON93,0,0,0,12,0,0,0,12,0,0
767,Charlie17a,236,196,344,174,295,201,251,308,297,227
768,Charlie17b,84,52,37,44,73,92,136,95,63,95
769,HUERS-P3-int,1358,962,1918,1034,1154,607,612,504,1013,470
770,MER34-int,543,510,611,382,832,691,856,743,696,450
771,UCON79,15,0,0,0,0,0,0,0,0,0
772,UCON61,0,0,0,0,0,0,0,0,0,0
773,Eulor8,0,4,8,8,0,0,16,0,0,0
774,UCON70,111,79,132,66,95,20,100,52,92,78
775,Eulor4,0,0,0,0,0,0,0,0,0,0
776,7SK,76794,42979,50063,49558,73267,33031,43618,37835,72270,74081
777,UCON73,63,39,36,51,148,112,80,131,144,107
778,L1P,1,10,25,2,12,2,19,3,24,2
779,UCON75,0,0,0,0,0,0,0,0,0,0
780,Eulor3,0,0,0,0,0,0,0,0,0,0
781,UCON77,0,0,0,8,4,0,0,0,16,12
782,LTR25-int,765,492,923,535,905,659,644,659,939,474
783,L1M,195,144,233,79,159,129,103,116,87,80
784,Zaphod,173,133,298,118,148,163,164,218,207,81
785,Tigger18a,486,380,757,253,422,235,500,462,520,215
786,tRNA-Arg-CGY_,0,6,18,0,4,0,0,27,0,0
787,Tigger3,297,297,578,273,383,291,347,393,351,300
788,MLT1I-int,78,108,215,96,68,108,138,40,146,76
789,MER4B-int,228,168,257,236,305,167,246,146,301,101
790,LTR106_Mam,54,102,107,35,82,83,55,76,102,71
791,X6B_LINE,508,351,433,218,312,369,369,372,433,303
792,MLT1A-int,316,199,300,127,246,148,280,290,340,211
793,tRNA-Ile-ATC,0,0,0,0,0,0,0,0,0,0
794,Eulor11,24,0,0,0,28,0,0,0,20,0
795,Eulor10,0,0,0,8,8,0,0,0,0,0
796,Eulor12,0,0,0,0,4,0,0,0,0,0
797,MamGypLTR1c,52,75,173,200,69,91,140,76,136,16
798,LTR48B,951,465,657,587,781,403,537,430,711,725
799,Tigger4,597,626,1045,581,602,474,540,690,648,518
800,tRNA-Ile-ATT,0,58,32,72,14,4,36,36,40,36
801,AluYe5,152,109,222,114,206,118,157,141,85,76
802,AluYe6,29,50,39,22,46,56,49,36,33,32
803,LTR13,1505,778,948,644,890,546,660,574,763,514
804,LTR14,30,43,27,32,71,24,55,30,17,8
805,LTR15,122,260,155,168,237,232,298,279,180,185
806,LTR16,248,306,557,331,439,250,477,283,365,232
807,LTR17,330,139,417,229,287,319,202,192,290,244
808,tRNA-Leu-CTA_,0,0,0,0,0,0,0,0,0,0
809,MER5A1,2215,2104,3395,2326,2598,1985,2288,2273,3078,2210
810,LTR78B,329,190,433,270,387,130,418,341,317,227
811,MER97d,102,32,20,64,40,44,40,52,24,0
812,MLT1I,1522,1274,2496,1309,1336,1079,1376,1430,1725,1086
813,MER9B,8,8,0,16,30,8,0,0,1,5
814,LTR51,27,12,100,76,56,27,40,83,59,23
815,X7C_LINE,179,211,174,55,92,24,148,131,102,120
816,Merlin1_HS,16,31,20,38,74,8,67,56,8,27
817,LTR40A1,80,108,133,75,79,147,119,103,148,98
818,LTR41C,244,204,236,142,203,79,143,148,149,127
819,LTR41B,869,640,642,402,671,692,914,528,527,571
820,Kanga2_a,600,527,998,617,747,715,732,674,767,381
821,LTR29,324,76,259,105,176,71,141,129,163,224
822,LTR14C,20,5,51,2,0,26,16,5,0,36
823,LTR14B,85,65,168,80,102,58,129,32,81,24
824,LTR22B2,16,0,0,0,0,16,20,4,16,0
825,MER101B,52,28,48,63,20,28,20,24,40,4
826,MSTB1,744,683,1395,788,789,565,868,725,945,486
827,LTR103b_Mam,71,40,20,32,51,15,28,55,84,0
828,AluYk11,97,58,94,83,95,31,138,52,84,91
829,AluYk12,19,30,19,13,54,16,20,33,18,41
830,LTR33B,257,150,248,180,157,128,184,99,193,194
831,HERVE_a-int,18,19,89,86,40,40,51,56,78,31
832,LTR33A,213,273,357,248,282,159,243,235,399,137
833,U14,43,28,27,16,79,63,106,43,64,197
834,LTR105_Mam,16,113,98,48,127,114,83,48,64,12
835,Tigger19b,1764,1225,1903,1174,1655,1270,1315,1664,1599,1205
836,Helitron3Na_Mam,294,210,439,315,282,140,255,203,245,146
837,L1PA2,610,585,1022,687,678,581,683,580,807,521
838,L1PA5,2392,2154,3742,2461,2598,1960,2254,2204,2927,2132
839,L1PA4,1559,1441,2719,1696,1621,1576,1828,1550,2157,1735
840,L1PA7,5274,4961,8720,4954,5506,3725,5278,4746,6033,4106
841,L1PA6,15853,14413,16348,15436,14970,13233,14591,12336,19586,15610
842,L1PA8,1946,1810,2918,2198,1972,1447,1923,1862,2248,1441
843,MER90,169,99,208,135,162,113,162,158,148,113
844,L1P4c,0,0,0,0,0,0,0,0,0,0
845,MER94,881,811,1394,655,939,640,865,842,1005,555
846,MER11A,288,251,509,290,346,127,317,242,336,277
847,LTR65,71,182,260,117,201,154,208,261,235,193
848,LTR64,146,147,75,88,112,100,84,136,86,56
849,LTR1B,351,388,263,266,378,249,457,333,360,202
850,LTR1C,0,8,0,19,0,0,8,0,24,0
851,LTR1D,127,119,167,78,109,56,59,160,168,187
852,LTR1E,88,32,79,96,59,43,87,96,111,159
853,LTR1F,8,11,32,24,20,12,12,2,36,32
854,LTR62,49,39,98,27,64,56,58,45,83,32
855,MER41B,422,198,635,316,370,208,408,339,487,271
856,MER5B,4388,4287,7108,4093,5687,4373,5369,5045,6149,3987
857,MER67A,118,116,29,132,114,60,60,97,131,83
858,hAT-N1_Mam,135,76,234,155,216,28,143,180,147,137
859,LTR69,15,16,36,32,24,0,28,32,16,28
860,LTR68,55,12,20,28,64,8,75,24,69,46
861,MER5C,259,244,626,185,341,218,192,318,355,366
862,tRNA-His-CAY,0,0,0,0,0,0,0,0,0,0
863,AluSg,5274,3921,4916,3605,5251,3883,4966,4810,4356,3705
864,MER54B,56,52,60,52,52,0,20,12,57,59
865,MER70A,85,47,112,36,72,16,35,107,67,119
866,Tigger17c,575,452,446,238,287,315,308,285,345,215
867,LTR10F,53,82,147,105,104,67,70,109,167,53
868,LTR24B,385,197,312,95,141,152,270,206,148,122
869,Eulor7,0,0,0,0,0,0,0,0,0,0
870,MER97c,16,0,52,4,20,0,16,12,56,20
871,L1MD3,1709,1389,2231,1350,1603,1290,1616,1601,2039,1094
872,L1MD2,3970,2985,5227,3394,3818,2315,3608,3390,4210,2444
873,L1MD1,2395,1845,3476,1808,2481,1684,1979,2159,2881,2041
874,HERV17-int,609,294,819,438,413,500,345,546,655,399
875,LTR1C1,11,0,12,12,8,0,32,4,0,0
876,LTR1C3,0,0,20,4,0,0,8,0,0,0
877,Eulor1,0,0,36,0,0,0,0,0,0,0
878,MER70B,32,20,39,20,15,36,36,4,48,102
879,tRNA-Gly-GGY,0,4,7,8,1,0,24,0,0,0
880,LTR84a,64,92,211,48,147,236,51,56,131,127
881,LTR84b,137,135,334,128,103,76,232,164,231,63
882,UCON6,202,139,203,32,205,32,140,174,273,135
883,tRNA-Gly-GGG,20,1,0,0,0,0,0,0,4,0
884,MLT1G1-int,36,44,36,124,20,0,52,28,32,0
885,MER77B,403,312,404,430,236,380,424,251,470,206
886,MER132,0,0,4,0,12,26,0,0,0,0
887,Tigger17b,39,42,46,55,19,24,16,0,8,21
888,L1ME3A,5053,4096,7162,4399,5578,3773,4787,4467,5371,4198
889,L1ME3B,3779,2882,4847,2682,3237,2425,3040,3389,3901,2966
890,L1ME3C,678,625,1180,737,754,595,673,818,1045,621
891,L1ME3D,1556,1274,2544,1432,1795,1131,1562,1775,2107,1383
892,L1MEf,3591,3640,6041,3625,5032,4681,5790,7055,5713,4297
893,L1ME3F,2623,1930,4448,2205,2774,1551,1851,2055,2978,2151
894,L1ME3G,4945,4208,8467,4941,5122,3467,4493,4688,6479,3204
895,Tigger1a_Art,36,28,71,109,49,10,60,25,17,43
